date,file_type,ticker,name,close,mode,mode_css,revl,mom,r,days,tr_weeks,pl_raw,pl_num,signal_type
2026-04-15,daily,CEF,Sprott Ph. Gold & Silver Trust,49.93,Bear-Bull Flip,c20,47.17,2.35,1.02,21,129,+2.78%,2.78,Buy
2026-04-15,daily,COLO,Global X Colombia ETF,42.08,Dark Green,c4,39.4,6.54,0.73,10,63,+8.04%,8.04,pP
2026-04-15,daily,DFEN,Direxion Aerosp. & Defense Bul,77.9,Bear-Bull Flip,c20,70.83,2.82,,22,3,-0.93%,-0.93,Buy
2026-04-15,daily,DRV,Direxion Real Estate Bear 3X,20.7,Dark Red,c6,23.58,-7.22,,4,0,+7.26%,7.26,spBuy+
2026-04-15,daily,EDEN,iSh. MSCI Denmark ETF,111.73,Dark Green,c4,104.97,8.68,-0.48,4,6,+4.20%,4.2,pP+
2026-04-15,daily,EFA,iSh. MSCI EAFE ETF,103.64,Dark Green,c4,98.03,8.28,0.29,8,0,+7.35%,7.35,pP
2026-04-15,daily,EFNL,iSh. MSCI Finland ETF,53.94,Dark Green,c4,50.33,9.46,0.48,8,51,+10.33%,10.33,pP+
2026-04-15,daily,EFV,iSh. MSCI EAFE Value ETF,78.46,Dark Green,c4,74.83,8.32,0.52,8,51,+5.44%,5.44,pP
2026-04-15,daily,EPOL,iSh. MSCI Poland ETF,40.24,Dark Green,c4,36.7,9.65,0.55,9,1,+9.92%,9.92,pP+
2026-04-15,daily,EPV,ProShares Ultrashort Europe ET,19.08,Dark Red,c6,21.84,-8.36,,8,1,+14.52%,14.52,spBuy
2026-04-15,daily,ERY,Direxion Energy Bear 2X ETF,12.25,Bear-Bull Flip,c20,11.33,3.77,,71,47,+37.91%,37.91,Buy
2026-04-15,daily,ESGD,iSh. ESG Aware MSCI EAFE ETF,102.18,Dark Green,c4,96.57,8.3,0.26,8,0,+7.48%,7.48,pP
2026-04-15,daily,ESPO,VanEck Video Gaming & eSports,91.98,Bear-Bull Flip,c20,89.48,1.42,-0.59,50,20,+8.26%,8.26,Buy
2026-04-15,daily,EUFN,iSh. MSCI Europe Financials ET,38.29,Dark Green,c4,35.13,8.78,0.37,8,0,+10.89%,10.89,pP+
2026-04-15,daily,EWC,iSh. MSCI Canada ETF,57.7,Dark Green,c4,55.12,6.82,0.52,6,50,+4.34%,4.34,pP
2026-04-15,daily,EWI,iSh. MSCI Italy ETF,58.17,Dark Green,c4,54.01,9.19,0.4,9,0,+6.50%,6.5,pP+
2026-04-15,daily,EWJ,iSh. MSCI Japan ETF,89.41,Dark Green,c4,84.89,6.27,0.35,8,0,+6.47%,6.47,pP
2026-04-15,daily,EWK,iSh. MSCI Belgium ETF,26.32,Dark Green,c4,24.85,9.51,0.36,6,0,+6.60%,6.6,pP
2026-04-15,daily,EWO,iSh. MSCI Austria ETF,39.58,Dark Green,c4,35.79,9.46,0.76,8,1,+12.41%,12.41,pP+
2026-04-15,daily,EWP,iSh. MSCI Spain ETF,58.12,Dark Green,c4,54.58,8.48,0.6,9,62,+5.87%,5.87,pP
2026-04-15,daily,EWQ,iSh. MSCI France ETF,46.5,Dark Green,c4,43.79,8.51,-0.19,6,0,+6.43%,6.43,pP
2026-04-15,daily,EWS,iSh. MSCI Singapore ETF,29.23,Dark Green,c4,28.21,7.11,0.23,9,0,+2.60%,2.6,pP
2026-04-15,daily,EWU,iSh. MSCI United Kingdom ETF,48.07,Dark Green,c4,46.08,8.33,0.39,8,51,+5.51%,5.51,pP
2026-04-15,daily,EWZ,iSh. MSCI Brazil ETF,41.73,Dark Green,c4,38.23,8.8,0.61,13,50,+12.36%,12.36,pP
2026-04-15,daily,EZA,iSh. MSCI South Africa ETF,73.65,Dark Green,c4,67.8,7.02,0.74,8,0,+10.84%,10.84,pP
2026-04-15,daily,FAN,Global Wind Energy ETF,25.9,Dark Green,c4,24.61,8.36,0.63,13,50,+7.42%,7.42,pP
2026-04-15,daily,FINX,Global X Global FinTech ETF,24.74,Bear-Bull Flip,c20,23.31,0.51,-0.99,22,22,-1.81%,-1.81,Buy
2026-04-15,daily,GENZ,VanEck Gaming ETF,35.99,Bear-Bull Flip,c20,34.84,1.98,-0.81,2,26,-5.14%,-5.14,Buy
2026-04-15,daily,GLD,SPDR Gold Shares,445.09,Bear-Bull Flip,c20,429.31,2.57,0.88,21,129,+3.51%,3.51,Buy
2026-04-15,daily,GREK,Global X MSCI Greece ETF,72.54,Dark Green,c4,66.15,9.19,0.44,8,0,+12.15%,12.15,pP+
2026-04-15,daily,HEDJ,WisdomTree Europe Hedged Eq. E,55.25,Dark Green,c4,52.82,8.35,0.2,6,0,+5.02%,5.02,pP
2026-04-15,daily,HEFA,iSh. Currency Hedged MSCI EAFE,44.71,Dark Green,c4,42.88,8.41,0.34,8,1,+5.52%,5.52,pP
2026-04-15,daily,HQL,abrdn Life Sciences Investors,17.75,Dark Green,c4,16.71,6.44,0.36,8,1,+5.53%,5.53,pP
2026-04-15,daily,IAT,iSh. US Regional Banks ETF,57.65,Dark Green,c4,54.44,8.12,0.26,6,0,+4.88%,4.88,pP
2026-04-15,daily,IAU,iSh. Gold Trust ETF,91.18,Bear-Bull Flip,c20,87.93,2.74,0.88,21,129,+3.48%,3.48,Buy
2026-04-15,daily,IDEV,iSh. Core MSCI Intl Dev. Mkts,89.17,Dark Green,c4,84.3,8.33,0.32,8,1,+7.41%,7.41,pP
2026-04-15,daily,IDV,iSh. Intl. Selected Dividend E,44.3,Dark Green,c4,42.62,8.27,0.58,9,61,+3.48%,3.48,pP
2026-04-15,daily,IEFA,iSh. Core MSCI EAFE ETF,96.73,Dark Green,c4,91.41,8.32,0.29,8,0,+7.54%,7.54,pP
2026-04-15,daily,IEUR,iSh. Core MSCI Europe ETF,75.34,Dark Green,c4,70.94,8.51,0.28,8,0,+7.94%,7.94,pP
2026-04-15,daily,IGIB,iSh. 5-10 Y Inv. Grade Corp. B,53.63,Bear-Bull Flip,c20,53.3,2.93,-0.38,30,4,+0.35%,0.35,Buy
2026-04-15,daily,IGSB,iSh. Short Term Corp. Bond ETF,52.67,Bear-Bull Flip,c20,52.53,1.84,-0.39,30,5,+0.27%,0.27,Buy
2026-04-15,daily,IGV,iSh. Software Sector ETF,79.48,Light Red,c7,81.99,-3.15,-1.04,16,21,+5.21%,5.21,dBuy
2026-04-15,daily,ILF,iSh. Latin America 40 ETF,38.1,Dark Green,c4,35.26,8.62,0.65,13,50,+10.88%,10.88,pP
2026-04-15,daily,IMTM,iSh. MSCI Intl. Momentum Facto,52.66,Dark Green,c4,48.78,8.59,0.29,8,0,+9.87%,9.87,pP
2026-04-15,daily,INDY,iSh. India 50 ETF,44.47,Bear-Bull Flip,c20,43.66,5.36,-0.79,35,16,+6.67%,6.67,Buy
2026-04-15,daily,IQLT,iSh. MSCI Intl. Quality Factor,49.34,Dark Green,c4,46.58,8.5,0.26,8,0,+7.52%,7.52,pP
2026-04-15,daily,ISTB,iSh. Core 1-5 Year USD Bond ET,48.54,Bear-Bull Flip,c20,48.42,1.29,-0.39,30,5,+0.23%,0.23,Buy
2026-04-15,daily,IUSB,iSh. Core Univ. USD Bond ETF,46.47,Bear-Bull Flip,c20,46.25,2.36,-0.39,30,4,+0.47%,0.47,Buy
2026-04-15,daily,IVLU,iSh. MSCI Intl. Value Factor E,42.02,Dark Green,c4,40.0,8.25,0.68,8,51,+6.38%,6.38,pP
2026-04-15,daily,KIO,KKR Income Opportunities,11.13,Bear-Bull Flip,c20,10.95,2.41,-0.64,2,26,-2.11%,-2.11,Buy
2026-04-15,daily,KSA,iSh. MSCI Saudi Arabia ETF,40.3,Dark Green,c4,38.79,6.42,-0.44,13,1,+4.32%,4.32,pP
2026-04-15,daily,KWEB,KraneSh. China Internet ETF,29.37,Bear-Bull Flip,c20,28.66,0.26,-0.84,50,20,+16.01%,16.01,Buy
2026-04-15,daily,LITP,Sprott Lithium Miners ETF,15.12,Dark Green,c4,13.35,7.18,1.02,13,40,+20.00%,20.0,pP
2026-04-15,daily,LQD,iSh. USD Inv. Grade Corp. Bond,109.98,Bear-Bull Flip,c20,109.05,3.13,-0.41,30,5,+0.17%,0.17,Buy
2026-04-15,daily,MBB,iSh. MBS ETF,95.46,Bear-Bull Flip,c20,94.86,2.47,-0.36,30,4,+0.33%,0.33,Buy
2026-04-15,daily,MOAT,VanEck Morn. Wide Moat ETF,100.24,Bear-Bull Flip,c20,97.84,2.25,-0.26,27,4,+2.37%,2.37,Buy
2026-04-15,daily,PHYS,Sprott Physical Gold Trust,36.73,Bear-Bull Flip,c20,35.39,2.73,0.87,21,129,+3.55%,3.55,Buy
2026-04-15,daily,PSLV,Sprott Physical Silver Trust,25.79,Bear-Bull Flip,c20,23.77,1.8,1.28,21,50,+1.64%,1.64,Buy
2026-04-15,daily,RZG,Invesco S&P 600 Pure Growth ET,61.82,Dark Green,c4,57.73,9.41,0.26,8,47,+7.08%,7.08,pP+
2026-04-15,daily,SCJ,iSh. MSCI Japan Small-Cap ETF,103.23,Dark Green,c4,98.17,8.14,0.42,8,1,+6.15%,6.15,pP
2026-04-15,daily,SDIV,Global X SuperDividend ETF,26.16,Dark Green,c4,25.05,7.4,0.17,9,1,+3.52%,3.52,pP
2026-04-15,daily,SETM,Sprott Critical Materials ETF,36.93,Dark Green,c4,33.31,5.7,1.19,8,44,+13.70%,13.7,pP
2026-04-15,daily,SGOL,abrdn Physical Gold ETF,46.16,Bear-Bull Flip,c20,44.51,2.76,0.89,21,129,+3.45%,3.45,Buy
2026-04-15,daily,SHNY,Gold 3X Leveraged ETN,15.19,Bear-Bull Flip,c20,13.99,1.5,,21,3,+14.52%,14.52,Buy
2026-04-15,daily,SIVR,abrdn Physical Silver ETF,75.65,Bear-Bull Flip,c20,69.68,1.85,1.31,21,50,+1.65%,1.65,Buy
2026-04-15,daily,SJB,ProShares Short High Yield ETF,15.27,Dark Red,c6,15.48,-7.29,,7,0,+0.91%,0.91,spBuy
2026-04-15,daily,SKYY,First Trust Cloud Computing ET,109.3,Light Red,c7,111.97,-1.45,-0.66,14,12,+2.33%,2.33,dBuy
2026-04-15,daily,SLV,iSh. Silver Trust ETF,72.04,Bear-Bull Flip,c20,66.33,1.8,1.31,21,50,+1.67%,1.67,Buy
2026-04-15,daily,SOCL,Global X Social Media ETF,45.98,Bear-Bull Flip,c20,44.21,1.63,-0.73,50,9,+16.91%,16.91,Buy
2026-04-15,daily,SPEU,Portfolio Europe ETF,55.0,Dark Green,c4,51.85,8.61,0.28,6,0,+6.57%,6.57,pP
2026-04-15,daily,STIP,iSh. 0-5 Y TIPS Bond ETF,103.65,Dark Green,c4,103.26,4.23,-0.37,5,8,+0.30%,0.3,pP
2026-04-15,daily,TIP,iSh. TIPS Bond ETF,111.53,Dark Green,c4,110.68,5.05,-0.38,3,3,+0.49%,0.49,pP
2026-04-15,daily,UGL,ProShares Ultra Gold ETF,65.49,Bear-Bull Flip,c20,61.43,2.09,,21,3,+8.51%,8.51,Buy
2026-04-15,daily,USIG,iSh. USD Inv. Grade Corp. Bond,51.59,Bear-Bull Flip,c20,51.26,3.05,-0.4,30,5,+0.29%,0.29,Buy
2026-04-15,daily,VCIT,Vanguard I-T Corporate Bond ET,83.43,Bear-Bull Flip,c20,82.89,3.05,-0.39,30,4,+0.31%,0.31,Buy
2026-04-15,daily,VCSH,Vanguard S-T Corporate Bond ET,79.41,Bear-Bull Flip,c20,79.2,1.97,-0.39,30,5,+0.20%,0.2,Buy
2026-04-15,daily,VGK,Vanguard Europe ETF,88.37,Dark Green,c4,83.34,8.46,0.29,6,0,+6.43%,6.43,pP
2026-04-15,daily,WOOD,iSh. Global Timber & Forestry,72.39,Bear-Bull Flip,c20,71.0,3.07,-0.4,30,4,+2.40%,2.4,Buy
2026-04-15,daily,XPH,SPDR Pharmaceuticals ETF,57.27,Dark Green,c4,54.02,6.02,0.46,8,37,+6.57%,6.57,pP
2026-04-15,daily,XTL,SPDR Telecom ETF,209.12,Dark Green,c4,193.48,8.04,1.21,8,47,+11.48%,11.48,pP
2026-04-15,daily,ACH,Accendra Health,3.15,Dark Green,c4,2.47,8.37,-1.49,9,101,+38.16%,38.16,pP
2026-04-15,daily,AEG,Aegon NV,8.04,Dark Green,c4,7.28,9.6,-0.32,9,0,+8.94%,8.94,pP+
2026-04-15,daily,AER,AerCap Holdings NV,148.97,Dark Green,c4,138.4,6.49,0.58,6,0,+6.02%,6.02,pP
2026-04-15,daily,AGX,Argan Inc,603.91,Light Green,c5,516.45,8.2,1.59,11,54,+5.84%,5.84,pP
2026-04-15,daily,ALH,Alliance Laundry Holdings,24.98,Dark Green,c4,21.28,8.78,-0.47,8,1,+18.39%,18.39,pP
2026-04-15,daily,ALLO,Allogene Therapeutics,2.28,Bull-Bear Flip,c18,2.85,4.54,0.76,9,19,-8.80%,-8.8,Sell
2026-04-15,daily,AMBA,Ambarella,56.2,Bear-Bull Flip,c20,52.54,0.96,-0.88,31,15,+2.94%,2.94,Buy
2026-04-15,daily,AMX,America Movil,26.27,Light Green,c5,24.91,7.47,0.64,14,51,+4.66%,4.66,dSell
2026-04-15,daily,ANGO,AngioDynamics,10.47,Light Red,c7,10.79,-3.82,0.04,7,13,-1.45%,-1.45,dBuy
2026-04-15,daily,ARCC,Ares Capital Corp,18.63,Bear-Bull Flip,c20,17.96,0.91,-0.72,54,29,+8.45%,8.45,Buy
2026-04-15,daily,ARGX,Argenx SA,828.35,Dark Green,c4,739.78,9.34,-0.24,9,0,+11.74%,11.74,pP+
2026-04-15,daily,AUR,Aurora Innovation,4.67,Bear-Bull Flip,c20,4.13,0.67,-0.78,24,46,-5.90%,-5.9,Buy
2026-04-15,daily,AXSM,Axsome Therapeutics,184.18,Dark Green,c4,165.25,7.26,0.92,9,33,+8.04%,8.04,pP
2026-04-15,daily,BABA,Alibaba Group,131.35,Bear-Bull Flip,c20,126.76,0.16,0.15,47,6,+18.49%,18.49,Buy
2026-04-15,daily,BBVA,Banco Bilbao Vizcaya Argentari,23.61,Dark Green,c4,21.74,7.3,0.71,8,0,+11.16%,11.16,pP
2026-04-15,daily,BCE,BCE Inc,23.85,Light Red,c7,25.01,-8.23,-0.32,13,0,+6.36%,6.36,spBuy
2026-04-15,daily,BEKE,KE Holdings,16.5,Bear-Bull Flip,c20,15.57,1.19,-0.65,41,6,+5.93%,5.93,Buy
2026-04-15,daily,BEP,Brookfield Renewable Energy,34.84,Dark Green,c4,32.25,6.97,0.48,62,47,+22.25%,22.25,pP
2026-04-15,daily,BETA,BETA Technologies,17.28,Bear-Bull Flip,c20,15.78,2.31,0.0,23,0,+7.79%,7.79,Buy
2026-04-15,daily,BHP,BHP Billiton,79.17,Dark Green,c4,72.2,8.21,0.68,9,40,+7.68%,7.68,pP
2026-04-15,daily,BIDU,Baidu Inc,118.23,Bear-Bull Flip,c20,112.39,-1.43,0.47,48,6,+16.01%,16.01,Buy
2026-04-15,daily,BILI,Bilibili Inc,25.0,Bear-Bull Flip,c20,23.92,1.0,0.47,35,5,+15.02%,15.02,Buy
2026-04-15,daily,BIP,Brookfield Infrastructure Part,37.23,Bear-Bull Flip,c20,36.03,1.66,0.31,19,2,-1.83%,-1.83,Buy
2026-04-15,daily,BKSY,BlackSky Technology,32.04,Light Green,c5,27.57,7.31,1.09,8,3,+22.06%,22.06,dSell
2026-04-15,daily,BLCO,Bausch + Lomb,16.71,Bear-Bull Flip,c20,16.17,2.09,0.4,26,3,+0.48%,0.48,Buy
2026-04-15,daily,BLX,Banco Latinoamericano,54.94,Dark Green,c4,51.05,8.22,0.63,17,11,+11.12%,11.12,pP
2026-04-15,daily,BRSL,Brightstar Lottery,12.59,Light Red,c7,12.85,-3.02,-0.91,72,20,+18.77%,18.77,dBuy
2026-04-15,daily,BSM,Black Stone Minerals,13.5,Dark Red,c6,14.8,-8.36,0.17,8,0,+8.54%,8.54,spBuy+
2026-04-15,daily,BTBT,Bit Digital,1.51,Bear-Bull Flip,c20,1.4,-1.51,-1.32,56,21,+29.11%,29.11,Buy
2026-04-15,daily,BTI,British American Tobacco,57.51,Bull-Bear Flip,c18,59.25,0.43,0.58,4,100,-1.34%,-1.34,Sell
2026-04-15,daily,BUD,Anheuser-Busch InBev,75.59,Dark Green,c4,71.89,8.5,0.51,6,22,+5.34%,5.34,pP
2026-04-15,daily,BYND,Beyond Meat,0.72,Bear-Bull Flip,c20,0.64,-1.92,-1.65,22,36,+3.15%,3.15,Buy
2026-04-15,daily,CAI,Caris Life Sciences,20.19,Bear-Bull Flip,c20,18.33,1.29,-1.38,2,16,-12.04%,-12.04,Buy
2026-04-15,daily,CCEC,Capital Clean Energy Carriers,19.27,Light Red,c7,20.14,-5.33,-0.52,25,4,+8.28%,8.28,dBuy
2026-04-15,daily,CDXS,Codexis Inc,2.37,Dark Green,c4,1.71,9.16,-1.17,27,0,+92.68%,92.68,pP
2026-04-15,daily,CEPU,Central Puerto SA,15.41,Bull-Bear Flip,c18,16.59,2.14,0.68,9,1,-9.25%,-9.25,Sell
2026-04-15,daily,CHGG,Chegg Inc,0.97,Dark Green,c4,0.68,8.65,-1.35,11,23,+38.17%,38.17,pP+
2026-04-15,daily,CIG,Cia Energetica de Minas Gerais,2.69,Dark Green,c4,2.45,9.23,0.54,17,11,+16.96%,16.96,pP
2026-04-15,daily,COUR,Coursera,5.94,Light Red,c7,6.02,-1.55,-1.12,24,26,+1.98%,1.98,dBuy
2026-04-15,daily,CRCL,Circle Internet Group,105.49,Bear-Bull Flip,c20,94.17,-2.77,-0.29,12,1,-7.93%,-7.93,Buy
2026-04-15,daily,CRESY,Cresud SA,11.63,Bull-Bear Flip,c18,12.4,-0.57,0.31,17,1,-3.73%,-3.73,Sell
2026-04-15,daily,CRSP,CRISPR Therapeutics,56.86,Dark Green,c4,49.27,5.11,-0.47,4,4,+10.90%,10.9,pP
2026-04-15,daily,CSTM,Constellium NV,30.53,Dark Green,c4,25.93,8.8,1.32,8,47,+15.21%,15.21,pP
2026-04-15,daily,CTEV,Claritev,18.14,Bear-Bull Flip,c20,16.61,1.56,-1.24,105,21,+68.03%,68.03,Buy
2026-04-15,daily,DHT,DHT Holdings,17.18,Bull-Bear Flip,c18,18.03,-0.7,1.16,66,13,+30.55%,30.55,Sell
2026-04-15,daily,DJT,Trump Media & Technology,9.95,Bear-Bull Flip,c20,9.3,2.04,-1.25,51,10,+26.19%,26.19,Buy
2026-04-15,daily,DOO,BRP Inc,78.45,Dark Green,c4,69.39,8.42,0.62,9,1,+9.41%,9.41,pP
2026-04-15,daily,EBS,Emergent Biosolutions,8.66,Bear-Bull Flip,c20,8.24,0.23,0.27,62,6,+29.02%,29.02,Buy
2026-04-15,daily,EDIT,Editas Medicine,3.39,Dark Green,c4,2.55,8.45,-0.71,25,4,+40.66%,40.66,pP+
2026-04-15,daily,ELPC,Co. Paranaense de Energia,13.59,Dark Green,c4,12.15,8.97,0.79,18,11,+19.32%,19.32,pP+
2026-04-15,daily,EMBJ,Embraer SA,69.46,Dark Green,c4,61.94,8.42,0.61,6,0,+9.82%,9.82,pP
2026-04-15,daily,EPD,Enterprise Products Partners,37.25,Bull-Bear Flip,c18,38.06,-1.8,0.54,62,21,+15.65%,15.65,Sell
2026-04-15,daily,ESTA,Establishment Labs Holdings,66.48,Bear-Bull Flip,c20,60.87,1.32,0.83,26,2,+3.58%,3.58,Buy
2026-04-15,daily,EVCM,EverCommerce,11.91,Bear-Bull Flip,c20,10.97,0.48,-0.06,2,4,-9.47%,-9.47,Buy
2026-04-15,daily,FCEL,Fuelcell Energy,7.3,Bear-Bull Flip,c20,6.62,0.07,-0.78,26,9,-5.49%,-5.49,Buy
2026-04-15,daily,FERG,Ferguson plc,258.86,Dark Green,c4,234.43,8.64,0.33,8,0,+10.78%,10.78,pP
2026-04-15,daily,FLNG,Flex Lng Ltd,30.88,Dark Green,c4,29.22,-0.26,-0.27,39,12,+14.24%,14.24,Add
2026-04-15,daily,FLY,Firefly Aerospace,36.61,Light Green,c5,28.66,9.45,0.86,22,1,+53.57%,53.57,pP
2026-04-15,daily,FLYW,Flywire,12.23,Bear-Bull Flip,c20,11.7,-0.81,-0.61,17,10,-3.29%,-3.29,Buy
2026-04-15,daily,FOR,Forestar Group,26.58,Bear-Bull Flip,c20,25.45,2.51,-0.21,33,3,+5.98%,5.98,Buy
2026-04-15,daily,GCMG,GCM Grosvenor,10.51,Bear-Bull Flip,c20,9.91,0.08,-0.74,25,4,+7.40%,7.4,Buy
2026-04-15,daily,GDS,GDS Holdings,43.22,Bear-Bull Flip,c20,40.47,-0.13,0.85,11,17,-5.54%,-5.54,Buy
2026-04-15,daily,GENI,Genius Sports,4.27,Light Red,c7,4.91,-3.9,-1.45,67,23,+59.83%,59.83,dBuy
2026-04-15,daily,GIB,CGI Group,73.5,Light Red,c7,73.91,-0.89,-0.91,58,58,+16.90%,16.9,dBuy
2026-04-15,daily,GMAB,Genmab AS,29.06,Dark Green,c4,27.24,6.91,0.24,6,5,+6.88%,6.88,pP
2026-04-15,daily,GSBD,Goldman Sachs BDC,9.46,Bear-Bull Flip,c20,8.99,0.45,-0.8,2,57,-6.05%,-6.05,Buy
2026-04-15,daily,GSK,GlaxoSmithKline,59.18,Dark Green,c4,55.5,8.42,0.77,8,34,+5.66%,5.66,pP
2026-04-15,daily,HBM,HudBay Minerals,25.22,Dark Green,c4,21.19,8.15,1.27,8,0,+22.55%,22.55,pP
2026-04-15,daily,HPK,HighPeak Energy,5.89,Bull-Bear Flip,c18,6.65,-1.65,-1.03,49,3,+26.94%,26.94,Sell
2026-04-15,daily,HSBC,HSBC Holdings,91.37,Dark Green,c4,83.89,8.8,0.86,8,51,+10.67%,10.67,pP
2026-04-15,daily,ING,ING Groep,29.37,Dark Green,c4,26.6,8.88,0.55,8,0,+13.22%,13.22,pP
2026-04-15,daily,INGM,Ingram Micro,28.22,Dark Green,c4,24.61,9.36,0.68,13,18,+24.87%,24.87,pP
2026-04-15,daily,IONQ,IonQ Inc,35.76,Bear-Bull Flip,c20,29.5,-0.51,-0.85,23,20,-5.24%,-5.24,Buy
2026-04-15,daily,JBI,Janus Intl.,5.6,Bear-Bull Flip,c20,5.3,1.46,-1.05,35,22,+19.19%,19.19,Buy
2026-04-15,daily,KARO,Karooooo Ltd,50.99,Light Green,c5,48.49,3.14,-0.34,13,1,+4.87%,4.87,dSell
2026-04-15,daily,KOD,Kodiak Sciences,45.07,Light Green,c5,32.93,8.94,1.88,12,38,+7.59%,7.59,pP
2026-04-15,daily,KRP,Kimbell Royalty Partners,14.2,Bull-Bear Flip,c18,14.62,-0.38,-0.4,63,10,+16.39%,16.39,Sell
2026-04-15,daily,LCID,Lucid Group,8.8,Light Red,c7,9.68,-3.46,-1.37,12,25,+10.57%,10.57,dBuy
2026-04-15,daily,LEGN,Legend Biotech,18.69,Bear-Bull (LR-LG),c21,17.82,0.67,-1.3,1,32,-4.71%,-4.71,wBuy
2026-04-15,daily,LSPD,Lightspeed POS Inc,9.06,Bear-Bull Flip,c20,8.71,-0.61,-0.96,61,20,+22.30%,22.3,Buy
2026-04-15,daily,MAIN,Main Street Capital,56.39,Bear-Bull Flip,c20,53.54,0.4,-0.6,48,8,+9.62%,9.62,Buy
2026-04-15,daily,MCS,Marcus Corp,19.39,Dark Green,c4,17.64,8.92,-0.13,15,17,+18.96%,18.96,pP
2026-04-15,daily,MGNI,Magnite Inc,12.46,Bear-Bull Flip,c20,11.9,0.01,-1.03,22,26,-1.38%,-1.38,Buy
2026-04-15,daily,MLAB,Mesa Labs,98.97,Dark Green,c4,86.7,7.23,-0.35,9,1,+10.89%,10.89,pP
2026-04-15,daily,MRVI,Maravai LifeSciences,3.28,Bear-Bull Flip,c20,3.02,1.0,-0.54,22,4,+0.61%,0.61,Buy
2026-04-15,daily,NBR,Nabors Industries,79.33,Bull-Bear Flip,c18,84.64,-0.8,1.07,1,32,-6.02%,-6.02,Sell
2026-04-15,daily,NFBK,Northfield Bancorp,13.85,Light Green,c5,13.47,5.12,0.43,17,17,+3.67%,3.67,dSell
2026-04-15,daily,NG,NovaGold Resources,10.13,Bear-Bull Flip,c20,9.12,2.52,1.26,22,3,+9.39%,9.39,Buy
2026-04-15,daily,NNE,Nano Nuclear Energy,23.52,Bear-Bull Flip,c20,21.17,0.55,-1.15,50,21,+19.04%,19.04,Buy
2026-04-15,daily,NOK,Nokia Corp,10.35,Dark Green,c4,8.49,9.24,1.31,47,29,+53.33%,53.33,pP+
2026-04-15,daily,NTB,Bank of N.T. Butterfield & Son,55.92,Dark Green,c4,52.46,8.46,0.61,15,23,+9.13%,9.13,pP
2026-04-15,daily,NTRA,Natera Inc,214.64,Bear-Bull Flip,c20,196.28,1.86,0.46,2,9,-10.67%,-10.67,Buy
2026-04-15,daily,NUS,Nu Skin Enterprises,7.74,Bear-Bull Flip,c20,7.4,2.17,-0.75,44,8,+22.44%,22.44,Buy
2026-04-15,daily,NUVB,Nuvation Bio,4.85,Bear-Bull Flip,c20,4.46,2.23,0.87,64,5,+36.93%,36.93,Buy
2026-04-15,daily,NVO,Novo Nordisk,39.32,Bear-Bull Flip,c20,37.09,1.88,-1.16,48,9,+18.00%,18.0,Buy
2026-04-15,daily,NWG,NatWest Group,17.04,Dark Green,c4,15.38,8.67,0.43,8,8,+13.22%,13.22,pP
2026-04-15,daily,OBDC,Blue Owl Capital Corp,11.34,Bear-Bull Flip,c20,10.84,-1.02,-0.83,78,36,+10.64%,10.64,Buy
2026-04-15,daily,OEC,Orion Engineered Carbons,7.08,Dark Green,c4,5.78,7.25,-1.05,14,88,+26.20%,26.2,pP
2026-04-15,daily,OKLO,Oklo Inc,58.58,Bear-Bull Flip,c20,51.17,-0.57,-0.89,55,10,+32.03%,32.03,Buy
2026-04-15,daily,ONL,Orion Office REIT,2.52,Dark Green,c4,2.22,5.41,-0.68,2,3,+8.39%,8.39,pP
2026-04-15,daily,OPEN,Opendoor Technologies,4.51,Light Red,c7,4.88,-3.17,0.78,16,9,+9.80%,9.8,dBuy
2026-04-15,daily,OPTU,Optimum Communications,1.43,Bear-Bull Flip,c20,1.32,0.33,-1.15,54,24,+15.88%,15.88,Buy
2026-04-15,daily,OSUR,Orasure Technologies,3.21,Bear-Bull Flip,c20,2.97,0.68,-0.54,10,6,-8.45%,-8.45,Buy
2026-04-15,daily,OTEX,Open Text Corp,22.25,Light Red,c7,22.92,-2.42,-1.04,61,14,+30.81%,30.81,dBuy
2026-04-15,daily,OWL,Blue Owl Capital,9.17,Light Red,c7,9.2,-2.77,-1.35,55,59,+38.58%,38.58,dBuy
2026-04-15,daily,PACB,Pacific Biosciences of CA,1.57,Bear-Bull Flip,c20,1.37,1.63,-0.69,3,8,-15.44%,-15.44,Buy
2026-04-15,daily,PAGP,Plains GP Holdings,23.36,Bull-Bear Flip,c18,23.9,-1.7,0.74,101,18,+31.02%,31.02,Sell
2026-04-15,daily,PAM,Pampa Energia SA,83.35,Bull-Bear Flip,c18,87.46,0.86,0.27,24,1,+0.63%,0.63,Sell
2026-04-15,daily,PBYI,Puma Biotechnology,7.57,Dark Green,c4,6.65,8.68,1.07,9,35,+17.00%,17.0,pP
2026-04-15,daily,PLUG,Plug Power Inc,2.94,Dark Green,c4,2.4,7.5,-0.22,29,1,+30.67%,30.67,pP
2026-04-15,daily,PMVP,PMV Pharmaceuticals,1.47,Bear-Bull Flip,c20,1.35,-1.08,-0.54,15,6,-2.08%,-2.08,Buy
2026-04-15,daily,PSEC,Prospect Capital Corp,2.73,Bear-Bull Flip,c20,2.58,2.07,-0.77,32,6,+0.36%,0.36,Buy
2026-04-15,daily,PSO,Pearson plc,13.95,Dark Green,c4,13.11,6.56,-0.69,9,12,+6.08%,6.08,pP
